TransactionID,CustomerID,TransactionType,TransactionAmount,TransactionDate,TransactionTime,IP_Location,Device,OldBalance,NewBalance,SenderAccount,ReceiverAccount,SenderLocation,ReceiverLocation,SenderBank,ReceiverBank,isFraud
T001377,C3451,Transfer,8830.68,2024-11-29,11:12:16,220.45.181.246,Opera/8.97.(X11; Linux x86_64; zh-SG) Presto/2.9.188 Version/11.00,163.9,163.9,AC144731,AC609383,Lake Gregoryview,Oscarhaven,Bank B,Bank C,0
T001378,C5028,Withdrawal,2052.38,2024-12-18,14:51:57,54.211.128.222,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_8) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/47.0.846.0 Safari/532.2",1871.43,1871.43,AC937832,AC735323,Lake Michael,Hebertshire,Bank B,Bank E,0
T001379,C3070,Withdrawal,3826.84,2024-11-09,17:47:34,74.73.102.46,"Mozilla/5.0 (Windows 95) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/58.0.844.0 Safari/533.0",13931.22,10104.38,AC110175,AC957789,West Vernonview,West Sharon,Bank C,Bank A,0
T001380,C6546,Withdrawal,6027.72,2024-09-15,12:54:20,158.122.35.54,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.34.5 (KHTML, like Gecko) Version/4.0 Safari/533.34.5",5374.06,5374.06,AC331205,AC156927,Emilyton,Port Adrianfurt,Bank C,Bank A,0
T001381,C6281,Payment,4607.53,2024-11-18,17:26:40,40.183.131.61,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.3.3 (KHTML, like Gecko) Version/5.1 Safari/534.3.3",15368.76,10761.23,AC220685,AC857388,Kylefort,North Heatherstad,Bank E,Bank E,0
T001382,C9098,Payment,6670.31,2024-10-09,15:27:53,141.101.124.255,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/5.0),19661.27,12990.96,AC459759,AC456318,Nicolefort,South Dennis,Bank C,Bank E,0
T001383,C6059,Withdrawal,5778.79,2025-07-26,19:59:55,111.55.254.242,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/34.0.866.0 Safari/534.1",5251.75,5251.75,AC142723,AC157456,New Jennifer,West Monicahaven,Bank C,Bank B,0
T001384,C5038,Payment,7682.57,2025-04-06,09:14:18,174.46.150.191,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_6; rv:1.9.5.20) Gecko/8916-08-27 13:14:28 Firefox/3.6.2,4805.09,4805.09,AC325592,AC130470,Donnaport,Dixonhaven,Bank D,Bank D,0
T001385,C9567,Transfer,6403.83,2024-11-11,19:32:03,32.17.57.230,Opera/9.49.(X11; Linux x86_64; szl-PL) Presto/2.9.179 Version/10.00,10006.64,3602.81,AC588482,AC924338,East Lisa,Villarrealborough,Bank A,Bank B,0
T001386,C8812,Payment,5169.99,2024-10-28,02:42:37,97.202.125.160,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.0),2257.55,2257.55,AC286220,AC924281,Markland,Gonzaleston,Bank B,Bank E,0
T001387,C4863,Transfer,4145.5,2025-03-04,10:08:22,117.187.240.71,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.1),15590.8,11445.3,AC735932,AC969819,East Alexanderstad,Fordmouth,Bank C,Bank A,0
T001388,C8276,Payment,6402.99,2024-09-19,07:55:24,203.150.255.54,Opera/8.70.(X11; Linux x86_64; my-MM) Presto/2.9.162 Version/10.00,6196.64,6196.64,AC942595,AC792176,Adamtown,North Samuelville,Bank D,Bank E,0
T001389,C9659,Transfer,8474.12,2025-07-14,06:39:15,218.246.33.156,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/28.0.892.0 Safari/535.1",19517.89,11043.77,AC496753,AC968554,Kennethmouth,Port Candace,Bank C,Bank D,0
T001390,C4878,Payment,9682.71,2024-10-25,17:05:30,153.45.255.246,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.21.1 (KHTML, like Gecko) Version/5.0.3 Safari/531.21.1",15298.61,5615.9,AC659097,AC554655,Lake Kellyfort,Chandlerfort,Bank B,Bank D,0
T001391,C2969,Transfer,1767.76,2025-03-15,14:33:47,109.223.187.83,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.0),13495.6,11727.84,AC236639,AC283382,West Eric,Lake Heatherfort,Bank D,Bank A,0
T001392,C3388,Deposit,8968.39,2025-06-09,00:25:55,139.105.95.197,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.1),1946.7,1946.7,AC630552,AC939273,Port Stephanie,New James,Bank C,Bank E,0
T001393,C6474,Deposit,544.92,2024-10-28,07:11:36,30.81.115.1,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),7205.2,6660.28,AC985186,AC577264,Port Jamiemouth,South Christopherland,Bank C,Bank B,0
T001394,C2416,Payment,3671.22,2025-03-11,14:44:42,57.8.40.234,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),12328.68,8657.46,AC624492,AC905075,Cooperfort,Juliehaven,Bank B,Bank D,0
T001395,C5230,Transfer,7305.65,2024-10-17,04:00:41,68.107.79.167,Mozilla/5.0 (Android 5.0.2; Mobile; rv:5.0) Gecko/5.0 Firefox/5.0,16241.53,8935.88,AC364116,AC690659,Burtontown,East Jasonchester,Bank B,Bank A,0
T001396,C7120,Transfer,6143.87,2025-03-07,23:26:10,4.53.56.132,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_4 rv:5.0; sq-AL) AppleWebKit/531.46.2 (KHTML, like Gecko) Version/5.1 Safari/531.46.2",18849.06,12705.19,AC768761,AC372814,New Andreaside,New Jasonport,Bank D,Bank B,0
T001397,C2727,Transfer,9169.83,2024-11-10,10:24:00,69.10.60.7,"Mozilla/5.0 (Linux; Android 9) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/19.0.889.0 Safari/532.2",6859.68,6859.68,AC724358,AC887765,Owensfurt,Nguyenmouth,Bank B,Bank A,0
T001398,C6571,Transfer,9419.94,2025-06-09,23:47:09,104.23.46.233,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; az-AZ) AppleWebKit/532.19.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.19.4",9897.66,477.72,AC907300,AC310464,Dianemouth,Scottberg,Bank E,Bank C,0
T001399,C5604,Withdrawal,8132.46,2025-03-04,18:02:10,73.51.7.31,"Mozilla/5.0 (iPad; CPU iPad OS 17_2_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/14.1r7183.0 Mobile/88O107 Safari/531.1",2904.08,2904.08,AC332656,AC794398,West Shannonville,Edwardton,Bank A,Bank D,0
T001400,C6011,Transfer,9378.48,2025-04-16,23:00:13,33.224.235.20,Opera/9.36.(X11; Linux x86_64; uz-UZ) Presto/2.9.189 Version/12.00,4106.9,4106.9,AC293157,AC889996,Philipborough,South Patriciastad,Bank E,Bank D,0
T001401,C4926,Deposit,3795.95,2025-04-06,12:34:24,142.145.178.244,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_8; rv:1.9.5.20) Gecko/6402-08-27 14:56:55 Firefox/7.0,16203.39,12407.44,AC234630,AC798478,Josebury,Lake Kelseystad,Bank E,Bank A,0
T001402,C5771,Withdrawal,7189.06,2025-01-01,13:28:00,164.191.250.186,"Mozilla/5.0 (Windows CE) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/20.0.866.0 Safari/535.0",1058.35,1058.35,AC149421,AC281876,Port Oscarview,Sethmouth,Bank A,Bank B,0
T001403,C3877,Deposit,3536.46,2024-10-14,19:12:26,187.233.238.119,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.1),10396.93,6860.47,AC922414,AC507155,Hughesport,Lake Jonathanberg,Bank B,Bank A,0
T001404,C1280,Payment,8379.84,2024-10-23,05:57:47,65.79.216.170,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/60.0.867.0 Safari/535.2",19952.05,11572.21,AC403750,AC727582,Garciamouth,Brandonstad,Bank D,Bank B,0
T001405,C4731,Withdrawal,1466.45,2025-05-17,10:58:00,133.216.118.158,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/5.0),19641.88,18175.43,AC682912,AC506725,Tiffanybury,Johnport,Bank D,Bank B,0
T001406,C6322,Withdrawal,2925.49,2025-03-23,04:04:15,33.137.53.214,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3 rv:6.0; eo-US) AppleWebKit/534.20.6 (KHTML, like Gecko) Version/4.0.5 Safari/534.20.6",4189.77,1264.28,AC567531,AC580650,New Josephshire,East Jean,Bank B,Bank E,0
T001407,C3832,Deposit,5144.14,2025-03-09,15:51:22,92.85.126.98,Opera/9.73.(Windows 98; Win 9x 4.90; he-IL) Presto/2.9.189 Version/11.00,19858.86,14714.72,AC674405,AC424578,South Juliemouth,New Benjaminton,Bank D,Bank C,0
T001408,C5339,Deposit,2487.39,2025-05-11,10:42:54,153.203.131.134,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.24.3 (KHTML, like Gecko) Version/5.1 Safari/531.24.3",6932.11,4444.72,AC999202,AC880934,Washingtonchester,Stevensonshire,Bank C,Bank C,0
T001409,C7253,Deposit,277.05,2024-10-23,22:29:18,66.69.207.185,Opera/8.24.(X11; Linux i686; pt-BR) Presto/2.9.177 Version/11.00,11823.28,11546.23,AC319261,AC647928,Rileyville,Christophertown,Bank D,Bank E,0
T001410,C2736,Deposit,3776.77,2025-01-20,02:06:14,8.156.171.36,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.15.1 (KHTML, like Gecko) Version/4.0 Safari/531.15.1",9122.24,5345.47,AC752418,AC271292,Laraburgh,Geraldfurt,Bank A,Bank D,0
T001411,C4616,Withdrawal,9860.01,2024-09-22,00:47:29,202.241.187.72,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/11.2y5831.0 Mobile/12C191 Safari/531.0",10300.57,440.56,AC344036,AC599526,Joannaton,North Michaelbury,Bank B,Bank C,0
T001412,C9462,Payment,532.81,2024-11-19,10:24:01,142.49.99.102,Opera/9.99.(Windows NT 5.1; pa-PK) Presto/2.9.173 Version/10.00,11415.38,10882.57,AC216381,AC569895,East Tracy,Wrightville,Bank B,Bank C,0
T001413,C1498,Deposit,5789.43,2025-01-17,23:32:32,80.27.202.16,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.1),4765.2,4765.2,AC593043,AC565976,South Rebecca,Ariaston,Bank A,Bank D,0
T001414,C6531,Transfer,4080.95,2024-10-20,02:46:22,13.143.237.237,Opera/9.24.(X11; Linux x86_64; xh-ZA) Presto/2.9.180 Version/11.00,1558.05,1558.05,AC640384,AC490798,Lake Jason,West Garrettmouth,Bank E,Bank A,0
T001415,C4136,Payment,4194.31,2025-01-13,02:08:21,210.181.207.26,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.0),14651.91,10457.6,AC251224,AC340469,East Davidberg,Lake Keith,Bank E,Bank D,0
T001416,C5142,Transfer,2816.61,2024-11-24,14:20:51,114.132.76.127,Mozilla/5.0 (Android 3.2.4; Mobile; rv:34.0) Gecko/34.0 Firefox/34.0,1869.6,1869.6,AC580756,AC478995,Evansstad,East Vincentstad,Bank B,Bank D,0
T001417,C3795,Payment,3818.38,2025-02-01,10:54:15,77.147.37.149,Opera/9.85.(Windows CE; ur-PK) Presto/2.9.183 Version/12.00,11358.16,7539.78,AC657220,AC913034,Watersland,Rogersmouth,Bank E,Bank E,0
T001418,C6848,Transfer,7476.2,2024-11-06,04:34:01,188.117.239.197,Opera/8.97.(Windows NT 6.0; sv-SE) Presto/2.9.186 Version/11.00,11721.05,4244.85,AC832516,AC141516,Hallmouth,Pamelastad,Bank A,Bank B,0
T001419,C6524,Withdrawal,2154.82,2025-05-17,08:45:57,120.199.239.182,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.36.6 (KHTML, like Gecko) Version/5.0.3 Safari/535.36.6",11512.51,9357.69,AC543514,AC596749,Mooremouth,South Christopherburgh,Bank D,Bank C,0
T001420,C6045,Withdrawal,8675.1,2025-02-15,21:38:47,40.76.197.39,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/41.0.858.0 Safari/531.2",17984.79,9309.69,AC785216,AC149829,Jameschester,Lake Tylerfort,Bank E,Bank B,0
T001421,C7616,Transfer,8675.12,2025-07-10,07:02:51,111.230.58.162,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_0 rv:6.0; ku-TR) AppleWebKit/533.4.5 (KHTML, like Gecko) Version/4.1 Safari/533.4.5",8944.53,269.41,AC556356,AC290342,Lake Jessemouth,Lake Sara,Bank B,Bank D,0
T001422,C2888,Payment,7862.2,2024-12-15,09:06:03,34.194.166.71,"Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/41.0.812.0 Safari/532.2",7716.85,7716.85,AC621264,AC977807,Jesseshire,Harrisonville,Bank B,Bank A,0
T001423,C2075,Transfer,4827.07,2024-12-13,01:49:54,85.115.44.48,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.0),13217.16,8390.09,AC465073,AC783384,Schneiderburgh,Port Christinamouth,Bank A,Bank A,0
T001424,C3830,Payment,8622.46,2024-10-24,08:46:58,185.113.117.22,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0),18522.51,9900.05,AC569692,AC767764,East Derek,East Dana,Bank A,Bank C,0
T001425,C9934,Withdrawal,823.45,2025-07-28,19:52:55,220.254.167.18,Mozilla/5.0 (Android 8.1.0; Mobile; rv:28.0) Gecko/28.0 Firefox/28.0,2750.35,1926.9,AC401165,AC453120,Buckfort,Emilyborough,Bank A,Bank E,0
T001426,C9800,Transfer,7967.71,2025-07-13,17:32:09,183.186.154.227,Mozilla/5.0 (Windows NT 10.0; sa-IN; rv:1.9.2.20) Gecko/6994-05-22 09:14:46 Firefox/3.6.7,5909.72,5909.72,AC126980,AC259410,Alexanderton,Warrenburgh,Bank B,Bank D,0
T001427,C3135,Deposit,4336.28,2025-06-20,03:55:16,96.169.130.116,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; hak-TW) AppleWebKit/531.34.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6531.34.1",14238.98,9902.7,AC870205,AC160012,North Craigborough,Jasonberg,Bank A,Bank D,0
T001428,C9889,Withdrawal,6031.89,2025-07-11,18:04:17,53.113.176.158,Opera/9.97.(Windows NT 6.1; yue-HK) Presto/2.9.168 Version/10.00,18890.44,12858.55,AC927335,AC113382,Onealland,Johnsonport,Bank C,Bank E,0
T001429,C5465,Transfer,7322.45,2025-03-26,20:45:57,100.4.55.20,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_7) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/59.0.887.0 Safari/531.2",440.87,440.87,AC675004,AC674893,East Tylerland,Anthonyborough,Bank C,Bank B,0
T001430,C5752,Transfer,801.31,2024-09-16,22:54:29,194.92.251.13,"Mozilla/5.0 (Linux; Android 12) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/17.0.836.0 Safari/533.0",8251.84,7450.53,AC962383,AC349420,Port Christopher,Martinborough,Bank E,Bank B,0
T001431,C6327,Payment,8048.01,2024-10-07,18:03:45,181.11.95.138,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2023-10-10 07:49:15 Firefox/14.0,12589.69,4541.68,AC193659,AC556769,Acostastad,Lake Austin,Bank C,Bank A,0
T001432,C6819,Transfer,9451.01,2024-11-02,23:53:35,171.237.72.167,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.1),1850.02,1850.02,AC752179,AC878377,East Davidshire,New Wendy,Bank C,Bank A,0
T001433,C1760,Payment,3956.54,2025-07-16,23:18:25,9.169.130.157,Opera/8.89.(Windows 98; Win 9x 4.90; niu-NZ) Presto/2.9.162 Version/10.00,18679.81,14723.27,AC757934,AC774538,Lake Davidview,West Eric,Bank B,Bank E,0
T001434,C2529,Transfer,8070.66,2025-05-11,20:01:05,65.96.215.23,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/11.3k8729.0 Mobile/79X535 Safari/534.0",17821.0,9750.34,AC397013,AC898296,Wolfhaven,Frankmouth,Bank E,Bank E,0
T001435,C9231,Transfer,2600.41,2025-02-02,22:12:10,67.156.79.35,Opera/8.16.(X11; Linux x86_64; li-NL) Presto/2.9.187 Version/11.00,17553.04,14952.63,AC689150,AC324306,West Nathaniel,West Josemouth,Bank C,Bank A,0
T001436,C9579,Deposit,1499.31,2024-11-28,00:53:15,37.184.197.91,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/54.0.812.0 Safari/536.2",2333.32,834.01,AC896377,AC830688,New Davidside,Dannyshire,Bank D,Bank E,0
T001437,C7971,Withdrawal,6412.8,2025-04-03,20:08:35,80.101.78.1,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.10.7 (KHTML, like Gecko) Version/4.0.4 Safari/531.10.7",9053.06,2640.26,AC775836,AC659876,East Ashley,Paynemouth,Bank E,Bank D,0
T001438,C5699,Deposit,1849.27,2025-08-02,22:25:38,37.74.205.1,Opera/8.48.(Windows 98; Win 9x 4.90; rw-RW) Presto/2.9.178 Version/10.00,19000.71,17151.44,AC398013,AC861145,Wadebury,Allenberg,Bank E,Bank A,0
T001439,C6141,Transfer,7881.38,2025-02-24,19:03:27,182.76.136.69,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; fi-FI) AppleWebKit/535.44.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.44.1",4899.79,4899.79,AC846423,AC672818,Jennifertown,Trevormouth,Bank C,Bank B,0
T001440,C6076,Transfer,8655.24,2025-07-25,03:07:03,61.194.2.48,Mozilla/5.0 (Windows NT 6.1; mhr-RU; rv:1.9.1.20) Gecko/4847-12-20 03:58:21 Firefox/6.0,19445.58,10790.34,AC902196,AC746825,South Dennisbury,Charlesfort,Bank A,Bank C,0
T001441,C1044,Transfer,6616.48,2025-05-21,16:25:12,106.189.139.93,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.21.5 (KHTML, like Gecko) Version/4.0 Safari/533.21.5",18308.98,11692.5,AC163573,AC653276,Jacksonshire,New Samuelberg,Bank A,Bank E,0
T001442,C3717,Payment,1160.5,2024-12-05,02:21:28,22.85.159.146,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/14.0.817.0 Safari/533.2",3396.76,2236.26,AC283713,AC759730,Lake Sylviamouth,Phillipview,Bank E,Bank B,0
T001443,C2656,Payment,7780.75,2024-12-31,10:37:49,192.51.212.105,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.1),4809.93,4809.93,AC968666,AC738702,Bradyshire,Mclaughlinside,Bank A,Bank A,0
T001444,C9694,Transfer,1646.32,2025-04-06,00:36:06,36.147.157.21,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; an-ES) AppleWebKit/532.1.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.1.4",16473.85,14827.53,AC294118,AC436547,Carterhaven,Evanmouth,Bank B,Bank D,0
T001445,C5219,Payment,7002.19,2025-05-05,06:13:45,187.4.9.76,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.12.6 (KHTML, like Gecko) Version/4.0 Safari/532.12.6",921.51,921.51,AC436640,AC760949,East Brandontown,Davidborough,Bank E,Bank D,0
T001446,C2964,Deposit,4169.49,2025-07-17,06:38:19,148.208.27.202,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3 rv:4.0; pap-AN) AppleWebKit/533.32.3 (KHTML, like Gecko) Version/5.0.2 Safari/533.32.3",8429.38,4259.89,AC714495,AC249269,Justinfurt,Campbellstad,Bank C,Bank A,0
T001447,C4145,Transfer,8619.96,2025-02-26,05:02:14,12.39.122.83,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6; rv:1.9.2.20) Gecko/2516-03-19 20:05:01 Firefox/14.0,1265.47,1265.47,AC980226,AC716791,New Kelsey,Batestown,Bank C,Bank B,0
T001448,C4216,Transfer,4619.33,2025-05-03,06:55:11,110.11.167.188,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.0),17884.66,13265.33,AC307119,AC576906,Lake Davidtown,North Justinland,Bank E,Bank B,0
T001449,C2437,Payment,4227.69,2025-03-16,10:08:48,149.214.172.214,Mozilla/5.0 (Android 4.2.2; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,13782.34,9554.65,AC366447,AC263599,Michelleville,New Isaiah,Bank B,Bank C,0
T001450,C3920,Withdrawal,2871.35,2025-08-23,14:41:01,60.255.217.188,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/27.0.871.0 Safari/533.1",495.33,495.33,AC324556,AC887085,North Jeffrey,Millerton,Bank E,Bank D,0
T001451,C4182,Withdrawal,8759.71,2025-05-10,16:48:14,113.16.138.23,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/3.0),8624.18,8624.18,AC363957,AC968595,Hutchinsontown,Lake Rubenchester,Bank A,Bank A,0
T001452,C7237,Withdrawal,7455.78,2025-05-10,15:15:06,59.89.103.24,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_3; rv:1.9.6.20) Gecko/7661-04-15 16:20:35 Firefox/3.8,2442.63,2442.63,AC359881,AC579439,North Cherylmouth,Port Daniel,Bank B,Bank C,0
T001453,C5933,Withdrawal,4519.59,2025-03-03,03:50:29,51.60.81.75,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/63.0.899.0 Safari/531.0",13990.25,9470.66,AC365577,AC656468,Aprilberg,South Richardshire,Bank B,Bank E,0
T001454,C4798,Withdrawal,8317.68,2024-12-17,03:09:07,2.46.242.19,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_7 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/14.6i9458.0 Mobile/90T986 Safari/533.0",4442.28,4442.28,AC535236,AC298639,East Robert,North Stephenmouth,Bank B,Bank B,0
T001455,C5042,Withdrawal,2435.47,2025-08-02,00:08:09,65.213.238.146,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.39.2 (KHTML, like Gecko) Version/4.1 Safari/534.39.2",3555.38,1119.91,AC888687,AC454095,Smithstad,Karlview,Bank A,Bank E,0
T001456,C6057,Deposit,6369.88,2025-04-16,20:50:04,150.115.117.125,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.1),10092.04,3722.16,AC418922,AC460177,Lake Lisa,West Courtney,Bank C,Bank B,0
T001457,C4174,Transfer,2306.68,2024-11-16,14:27:06,8.11.159.79,Opera/8.17.(Windows NT 6.0; so-DJ) Presto/2.9.184 Version/11.00,18153.93,15847.25,AC761949,AC822690,Avilamouth,South Coreyville,Bank C,Bank C,0
T001458,C9665,Transfer,7530.09,2024-10-29,13:29:30,153.29.172.248,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; sd-IN) AppleWebKit/533.24.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6533.24.1",18203.67,10673.58,AC707118,AC195005,Romerohaven,South Elizabeth,Bank B,Bank A,0
T001459,C5259,Withdrawal,2536.44,2025-06-22,15:53:31,35.178.21.199,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/3485-05-09 13:49:40 Firefox/10.0,19226.82,16690.38,AC108236,AC696008,Christophermouth,East Jacob,Bank E,Bank C,0
T001460,C9552,Withdrawal,6358.38,2024-09-11,18:03:57,133.64.247.70,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/45.0.849.0 Safari/532.0",16004.91,9646.53,AC423515,AC651736,Bakerburgh,Anaville,Bank E,Bank C,0
T001461,C2861,Withdrawal,5253.5,2025-01-26,04:45:13,194.202.66.178,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.0),3192.63,3192.63,AC214036,AC299110,Goodwinmouth,Lake Stacyfurt,Bank D,Bank D,0
T001462,C5392,Deposit,6377.6,2024-10-03,18:42:54,163.239.79.227,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/6109-09-03 22:55:07 Firefox/3.8,13868.16,7490.56,AC796048,AC272302,Smithshire,New Heatherhaven,Bank D,Bank B,0
T001463,C8370,Payment,8800.73,2024-09-01,10:09:59,203.91.119.15,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/59.0.851.0 Safari/533.2",2934.8,2934.8,AC933408,AC792335,Port Marissaburgh,North Susan,Bank B,Bank D,0
T001464,C5205,Withdrawal,8400.39,2024-11-10,21:15:38,191.204.64.240,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/4.1),14705.28,6304.89,AC616897,AC987534,Wheelerburgh,Toddmouth,Bank D,Bank E,0
T001465,C8726,Transfer,849.21,2025-08-24,22:48:45,174.12.39.103,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/42.0.806.0 Safari/535.1",9866.76,9017.55,AC557115,AC758315,New Mariaville,Kathleenmouth,Bank C,Bank C,0
T001466,C5281,Deposit,8440.14,2025-02-08,13:39:19,68.31.240.55,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; sk-SK) AppleWebKit/533.5.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.5.3",19554.76,11114.62,AC423222,AC768539,West Thomas,Kathrynhaven,Bank C,Bank E,0
T001467,C2372,Transfer,3157.96,2024-09-18,14:08:19,220.148.147.12,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_9; rv:1.9.3.20) Gecko/5737-06-24 19:07:09 Firefox/3.6.15,8266.31,5108.35,AC902667,AC156886,Johnsonside,New Mary,Bank C,Bank D,0
T001468,C1166,Withdrawal,6007.6,2024-09-12,01:24:57,129.30.107.3,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_9; rv:1.9.4.20) Gecko/2279-06-10 02:41:26 Firefox/3.8,18985.02,12977.42,AC834875,AC182386,East Jeffborough,Woodsland,Bank B,Bank B,0
T001469,C6291,Transfer,8273.31,2025-08-03,15:20:53,67.44.137.73,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/4.1),15114.17,6840.86,AC632338,AC400699,Gonzalezbury,Lake Marissa,Bank B,Bank D,0
